NoCiv,NoCivSuf,nomrue,OdoGener,OdoParti,OdoSpeci,join_key,code_postal,code_postal_trouve
1060,,Montée Masson,Montée,,Masson,1060 MTEE MASSON,,J7K 2L7
675,,Rue Mercier,Rue,,Mercier,675 RUE MERCIER,,J7K 3G1
432,,Avenue de l'Étang,Avenue,de l',Étang,432 AV DE L'ETANG,,J7K 2L5
931,,Avenue Saint-Luc,Avenue,,Saint-Luc,931 AV ST-LUC,,J7K 1P2
581,,Rue du Grand-Héron,Rue,du,Grand-Héron,581 RUE DU GRAND-HERON,,J7K 2L5
1419,,Croissant Nelligan,Croissant,,Nelligan,1419 CROISSANT NELLIGAN,,J7K 1P2
1492,,Avenue Phillips,Avenue,,Phillips,1492 AV PHILLIPS,,J6X 4H3
520,,Croissant du Trianon,Croissant,du,Trianon,520 CROISSANT DU TRIANON,,J7K 0T4
1948,,Avenue de la Gare,Avenue,de la,Gare,1948 AV DE LA GARE,,J7K 0K9
1065,,Rue des Orchidées,Rue,des,Orchidées,1065 RUE DES ORCHIDEES,,J7L 1V7
3038,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,3038 CH STE-MARIE,,J7K 1P2
469,,Rue Parent,Rue,,Parent,469 RUE PARENT,,J7K 2L6
130,,Rue Martel,Rue,,Martel,130 RUE MARTEL,,J7L 1V7
587,,Montée Masson,Montée,,Masson,587 MTEE MASSON,,J7K 2L6
655,,Rue Beauregard,Rue,,Beauregard,655 RUE BEAUREGARD,,J7K 1Y4
2783,,Rue de Chartres,Rue,de,Chartres,2783 RUE DE CHARTRES,,J7K 2L8
1806,,Rue Comtois,Rue,,Comtois,1806 RUE COMTOIS,,J7L 1A7
2509,,Rue de Limoges,Rue,de,Limoges,2509 RUE DE LIMOGES,,J7K 2L8
441,,Rue Martel,Rue,,Martel,441 RUE MARTEL,,J7L 1V7
1145,,Avenue Louise,Avenue,,Louise,1145 AV LOUISE,,J6X 4J4
222,,Chemin des Anglais,Chemin,des,Anglais,222 CH DES ANGLAIS,,J7L 1V7
2374,,Chemin Saint-Henri,Chemin,,Saint-Henri,2374 CH ST-HENRI,,J7K 2L8
188,,Montée Masson,Montée,,Masson,188 MTEE MASSON,,J7K 3B5
384,,Rue Terry-Fox,Rue,,Terry-Fox,384 RUE TERRY-FOX,,J7K 0K9
1651,,Avenue Garden,Avenue,,Garden,1651 AV GARDEN,,J7L 1V7
2208,,Rue Bélanger,Rue,,Bélanger,2208 RUE BELANGER,,J7L 1A7
1381,,Rue du Danemark,Rue,du,Danemark,1381 RUE DU DANEMARK,,J6X 4J4
1080,,Rue des Orchidées,Rue,des,Orchidées,1080 RUE DES ORCHIDEES,,J7L 1V7
1418,,Avenue Mathieu,Avenue,,Mathieu,1418 AV MATHIEU,,J7K 2L8
1550,,Rue de l'Albatros,Rue,de l',Albatros,1550 RUE DE L'ALBATROS,,J7L 1V7
965,,Avenue Dupuis,Avenue,,Dupuis,965 AV DUPUIS,,J7K 1P2
3381,,Rue De Musset,Rue,,De Musset,3381 RUE DE MUSSET,,J7K 1P2
965,,Rue des Gros-Arbres,Rue,des,Gros-Arbres,965 RUE DES GROS-ARBRES,,J7L 1V7
455,,Rue de Saint-Gabriel,Rue,de,Saint-Gabriel,455 RUE DE ST-GABRIEL,,J7L 1A7
2912,,Rue Gouin,Rue,,Gouin,2912 RUE GOUIN,,J7K 3G1
788,,Rue Beaudoin,Rue,,Beaudoin,788 RUE BEAUDOIN,,J7K 1Y4
3565,,Chemin Gascon,Chemin,,Gascon,3565 CH GASCON,,J6X 4J8
938,,Rue des Érables,Rue,des,Érables,938 RUE DES ERABLES,,J7L 1V7
1377,,Chemin Saint-Henri,Chemin,,Saint-Henri,1377 CH ST-HENRI,,J7K 1P2
2414,,Avenue de la Gare,Avenue,de la,Gare,2414 AV DE LA GARE,,J7K 0Y4
2518,,Rue de Limoges,Rue,de,Limoges,2518 RUE DE LIMOGES,,J7K 2L8
2676,,Rue des Faucons,Rue,des,Faucons,2676 RUE DES FAUCONS,,J7K 0T4
1374,,Chemin Pincourt,Chemin,,Pincourt,1374 CH PINCOURT,,J7L 1V7
2551,,Rue de Carnac,Rue,de,Carnac,2551 RUE DE CARNAC,,J7K 2L8
3034,,Rue Patenaude,Rue,,Patenaude,3034 RUE PATENAUDE,,J7K 1Y4
973,,Rue Locas,Rue,,Locas,973 RUE LOCAS,,J7K 3B7
1370,,Avenue de Châteaubriant,Avenue,de,Châteaubriant,1370 AV DE CHATEAUBRIANT,,J7L 1A7
2661,,Rue De Vigny,Rue,,De Vigny,2661 RUE DE VIGNY,,J7K 3T7
2382,,Rue de Montbéliard,Rue,de,Montbéliard,2382 RUE DE MONTBELIARD,,J7L 1A7
1517,A,Rue Center,Rue,,Center,1517 RUE CENTER,,J6X 4H3
520,,Rue Birch Grove,Rue,,Birch Grove,520 RUE BIRCH GROVE,,J7L 1V7
1279,,Rue Mégantic,Rue,,Mégantic,1279 RUE MEGANTIC,,J7L 1V7
1503,,Rue Beauchamp,Rue,,Beauchamp,1503 RUE BEAUCHAMP,,J7L 1V7
2210,,Avenue de la Gare,Avenue,de la,Gare,2210 AV DE LA GARE,,J7K 0Y4
1492,,Avenue Dupuis,Avenue,,Dupuis,1492 AV DUPUIS,,J7K 1P2
866,,Avenue De Maupassant,Avenue,,De Maupassant,866 AV DE MAUPASSANT,,J7K 3T7
273,,Croissant de Castelnaud,Croissant,de,Castelnaud,273 CROISSANT DE CASTELNAUD,,J7K 0T4
532,,Rue Deslongchamps,Rue,,Deslongchamps,532 RUE DESLONGCHAMPS,,J7K 2L6
272,,Croissant de Castelnaud,Croissant,de,Castelnaud,272 CROISSANT DE CASTELNAUD,,J7K 0T4
253,,Rue Kolle,Rue,,Kolle,253 RUE KOLLE,,J7L 1V7
1045,,Rue des Cèdres,Rue,des,Cèdres,1045 RUE DES CEDRES,,J7L 1V7
1342,,Rue du Danemark,Rue,du,Danemark,1342 RUE DU DANEMARK,,J6X 4J4
1371,,Boulevard Raymond,Boulevard,,Raymond,1371 BOUL RAYMOND,,J7L 1V7
1162,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,1162 CH STE-MARIE,,J7L 1V7
2770,,Place Simonne-Monet-Chartrand,Place,,Simonne-Monet-Chartrand,2770 PLACE SIMONNE-MONET-CHARTRAND,,J7K 3T7
2788,,Avenue du Bocage,Avenue,du,Bocage,2788 AV DU BOCAGE,,J7K 3B6
3001,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,3001 CH STE-MARIE,,J7K 1P2
2735,,Rue de Toulouse,Rue,de,Toulouse,2735 RUE DE TOULOUSE,,J7K 2L8
691,,Avenue Crépeau,Avenue,,Crépeau,691 AV CREPEAU,,J7K 1Y4
1298,,Chemin Saint-Henri,Chemin,,Saint-Henri,1298 CH ST-HENRI,,J7K 1P2
1539,,Rue Labelle,Rue,,Labelle,1539 RUE LABELLE,,J6X 4J4
2487,,Rue Cantin,Rue,,Cantin,2487 RUE CANTIN,,J7K 2L8
312,,Croissant de Castelnaud,Croissant,de,Castelnaud,312 CROISSANT DE CASTELNAUD,,J7K 0T4
702,,Rue Mercier,Rue,,Mercier,702 RUE MERCIER,,J7K 3G1
549,,Avenue de l'Étang,Avenue,de l',Étang,549 AV DE L'ETANG,,J7K 2L5
1418,,Croissant Nelligan,Croissant,,Nelligan,1418 CROISSANT NELLIGAN,,J7K 1P2
1256,,Rue Suzanne,Rue,,Suzanne,1256 RUE SUZANNE,,J6X 4J8
2060,,Rue Barott,Rue,,Barott,2060 RUE BAROTT,,J7L 1V7
1341,,Avenue Mathieu,Avenue,,Mathieu,1341 AV MATHIEU,,J7K 2L8
3093,,Rue Pelletier,Rue,,Pelletier,3093 RUE PELLETIER,,J7K 1Y4
1054,,Rue des Orchidées,Rue,des,Orchidées,1054 RUE DES ORCHIDEES,,J7L 1V7
1279,,Rue Pine,Rue,,Pine,1279 RUE PINE,,J6X 4H3
355,,Rue Bohémier,Rue,,Bohémier,355 RUE BOHEMIER,,J7K 0K9
878,,Rue des Saules,Rue,des,Saules,878 RUE DES SAULES,,J7L 1V7
590,,Montée Masson,Montée,,Masson,590 MTEE MASSON,,J7K 3B6
1056,,Rue de Berthier,Rue,de,Berthier,1056 RUE DE BERTHIER,,J7K 1P2
2270,,Avenue Pierre,Avenue,,Pierre,2270 AV PIERRE,,J7L 1A7
2973,,Chemin Saint-Philippe,Chemin,,Saint-Philippe,2973 CH ST-PHILIPPE,,J7K 2L8
464,,Place des Pluviers,Place,des,Pluviers,464 PLACE DES PLUVIERS,,J7K 2L6
1344,,Avenue Garden,Avenue,,Garden,1344 AV GARDEN,,J7L 1V7
1587,,Avenue de la Gare,Avenue,de la,Gare,1587 AV DE LA GARE,,J7K 1Y4
2241,,Rue de Toulon,Rue,de,Toulon,2241 RUE DE TOULON,,J7L 1A7
1004,,Rue Barott,Rue,,Barott,1004 RUE BAROTT,,J7L 1V7
98,,Avenue Napoléon,Avenue,,Napoléon,98 AV NAPOLEON,,J6X 4J8
733,,Rue Brien,Rue,,Brien,733 RUE BRIEN,,J7K 1Y4
381,,Avenue Crépeau,Avenue,,Crépeau,381 AV CREPEAU,,J7K 2L5
500,,Rue de l'Orangerie,Rue,de l',Orangerie,500 RUE DE L'ORANGERIE,,J7K 0T4
1770,,Rue de Brompton,Rue,de,Brompton,1770 RUE DE BROMPTON,,J7L 1V7
3401,,Avenue de Charlevoix,Avenue,de,Charlevoix,3401 AV DE CHARLEVOIX,,J7K 1P2
1225,,Rue Suzanne,Rue,,Suzanne,1225 RUE SUZANNE,,J6X 4J8
1341,,Avenue de Châteaubriant,Avenue,de,Châteaubriant,1341 AV DE CHATEAUBRIANT,,J7L 1A7
2129,,Rue Comtois,Rue,,Comtois,2129 RUE COMTOIS,,J7L 1A7
719,,Rue Mercier,Rue,,Mercier,719 RUE MERCIER,,J7K 3G1
1053,,Place de Lille,Place,de,Lille,1053 PLACE DE LILLE,,J7K 3T7
1535,,Rue de l'Albatros,Rue,de l',Albatros,1535 RUE DE L'ALBATROS,,J7L 1V7
3022,,Rue Patenaude,Rue,,Patenaude,3022 RUE PATENAUDE,,J7K 1Y4
1012,,Rue des Fontaines,Rue,des,Fontaines,1012 RUE DES FONTAINES,,J7K 0T4
1514,,Avenue de Châteaubriant,Avenue,de,Châteaubriant,1514 AV DE CHATEAUBRIANT,,J7K 2L8
981,,Rue Le Gardeur,Rue,,Le Gardeur,981 RUE LE GARDEUR,,J7K 1Y4
1237,,Rue de Grande-Bretagne,Rue,de,Grande-Bretagne,1237 RUE DE GRANDE-BRETAGNE,,J6X 4J4
713,,Rue Beauregard,Rue,,Beauregard,713 RUE BEAUREGARD,,J7K 1Y4
3073,,Avenue Charron,Avenue,,Charron,3073 AV CHARRON,,J7K 1P2
1595,,Avenue Rawlinson,Avenue,,Rawlinson,1595 AV RAWLINSON,,J7L 1V7
1449,,Avenue Rawlinson,Avenue,,Rawlinson,1449 AV RAWLINSON,,J7L 1V7
1567,,Avenue Rawlinson,Avenue,,Rawlinson,1567 AV RAWLINSON,,J7L 1V7
320,,Rue Jordan,Rue,,Jordan,320 RUE JORDAN,,J7L 1A7
1267,,Rue Cardinal,Rue,,Cardinal,1267 RUE CARDINAL,,J7K 1P2
1368,,Avenue de la Gare,Avenue,de la,Gare,1368 AV DE LA GARE,,J7K 1P2
1414,,Avenue Mathieu,Avenue,,Mathieu,1414 AV MATHIEU,,J7K 2L8
3035,,Rue Gouin,Rue,,Gouin,3035 RUE GOUIN,,J7K 3G1
393,,Avenue de l'Étang,Avenue,de l',Étang,393 AV DE L'ETANG,,J7K 0T4
2030,,Avenue de la Gare,Avenue,de la,Gare,2030 AV DE LA GARE,,J7K 0K9
2855,,Rue Alexandre-Dumas,Rue,,Alexandre-Dumas,2855 RUE ALEXANDRE-DUMAS,,J7K 3T7
577,,Rue Brien,Rue,,Brien,577 RUE BRIEN,,J7K 1Y4
1360,,Rue Robincrest,Rue,,Robincrest,1360 RUE ROBINCREST,,J7L 1A7
498,,Rue Private,Rue,,Private,498 RUE PRIVATE,,J7L 1V7
1292,,Rue de Norvège,Rue,de,Norvège,1292 RUE DE NORVEGE,,J6X 4J4
2390,,Rue de Montbéliard,Rue,de,Montbéliard,2390 RUE DE MONTBELIARD,,J7L 1A7
1371,,Avenue de Chambéry,Avenue,de,Chambéry,1371 AV DE CHAMBERY,,J7L 1A7
1637,,Rue Pine,Rue,,Pine,1637 RUE PINE,,J6X 4H3
2897,,Rue Rostand,Rue,,Rostand,2897 RUE ROSTAND,,J7K 3T7
1130,,Rue Saint-Andrews,Rue,,Saint-Andrews,1130 RUE ST-ANDREWS,,J7L 1A7
2695,,Place des Sittelles,Place,des,Sittelles,2695 PLACE DES SITTELLES,,J7K 0T4
624,,Rue Marchand,Rue,,Marchand,624 RUE MARCHAND,,J7K 2L5
490,,Avenue Crépeau,Avenue,,Crépeau,490 AV CREPEAU,,J7K 2L6
1802,,Avenue Garden,Avenue,,Garden,1802 AV GARDEN,,J7L 1V7
647,,Croissant de Landreville,Croissant,de,Landreville,647 CROISSANT DE LANDREVILLE,,J7K 0T4
440,,Rue de Margaux,Rue,de,Margaux,440 RUE DE MARGAUX,,J7K 0T4
1109,,Chemin Pincourt,Chemin,,Pincourt,1109 CH PINCOURT,,J7L 1V7
2750,,Chemin Saint-Philippe,Chemin,,Saint-Philippe,2750 CH ST-PHILIPPE,,NON TROUVÉ
460,,Rue de Liverpool,Rue,de,Liverpool,460 RUE DE LIVERPOOL,,J7L 1V7
250,,Rue du Dorset,Rue,du,Dorset,250 RUE DU DORSET,,J7L 1V7
2093,,Avenue de la Gare,Avenue,de la,Gare,2093 AV DE LA GARE,,J7K 0K9
321,,Place Corbeil,Place,,Corbeil,321 PLACE CORBEIL,,J7K 0K9
2517,,Rue de Versailles,Rue,de,Versailles,2517 RUE DE VERSAILLES,,J7K 0T4
435,,Place de Vincennes,Place,de,Vincennes,435 PLACE DE VINCENNES,,J7K 0T4
2707,,Avenue Therrien,Avenue,,Therrien,2707 AV THERRIEN,,J7K 2L8
454,,Avenue Crépeau,Avenue,,Crépeau,454 AV CREPEAU,,J7K 2L6
1435,,Avenue Phillips,Avenue,,Phillips,1435 AV PHILLIPS,,J6X 4H3
130,,Rue André-Le Nôtre,Rue,,André-Le Nôtre,130 RUE ANDRE-LE NOTRE,,J7K 0T4
1295,,Avenue Garden,Avenue,,Garden,1295 AV GARDEN,,J7L 1V7
3009,,Rue Jeannotte,Rue,,Jeannotte,3009 RUE JEANNOTTE,,J7K 1P2
1004,,Rue Le Gardeur,Rue,,Le Gardeur,1004 RUE LE GARDEUR,,J7K 1Y4
1307,,Avenue de la Grande-Allée,Avenue,de la,Grande-Allée,1307 AV DE LA GRANDE-ALLEE,,J7L 1V7
1238,,Rue Suzanne,Rue,,Suzanne,1238 RUE SUZANNE,,J6X 4J8
2893,,Avenue des Ancêtres,Avenue,des,Ancêtres,2893 AV DES ANCETRES,,J7K 1Y4
3390,,Rue Montcalm,Rue,,Montcalm,3390 RUE MONTCALM,,J7K 1P2
2716,,Rue Coursol,Rue,,Coursol,2716 RUE COURSOL,,J7K 2L8
2043,,Avenue Pierre,Avenue,,Pierre,2043 AV PIERRE,,J7L 1A7
700,,Croissant du Grand-Duc,Croissant,du,Grand-Duc,700 CROISSANT DU GRAND-DUC,,J7K 2L5
279,,Place des Pluviers,Place,des,Pluviers,279 PLACE DES PLUVIERS,,J7K 2L6
1887,,Rue Northview,Rue,,Northview,1887 RUE NORTHVIEW,,J7L 1A7
1853,,Avenue de la Gare,Avenue,de la,Gare,1853 AV DE LA GARE,,J7K 1Y4
2819,,Place de Beaumont,Place,de,Beaumont,2819 PLACE DE BEAUMONT,,J7K 2L8
2776,,Rue de Calais,Rue,de,Calais,2776 RUE DE CALAIS,,J7K 2L8
1610,,Rue Barott,Rue,,Barott,1610 RUE BAROTT,,J7L 1V7
621,,Chemin des Anglais,Chemin,des,Anglais,621 CH DES ANGLAIS,,J6X 4H2
1262,,Avenue de la Gare,Avenue,de la,Gare,1262 AV DE LA GARE,,J7K 1P2
1234,,Rue d'Auvergne,Rue,d',Auvergne,1234 RUE D'AUVERGNE,,J7L 1V7
1838,,Avenue Saint-Jean,Avenue,,Saint-Jean,1838 AV ST-JEAN,,J7K 2L8
2549,,Rue de Limoges,Rue,de,Limoges,2549 RUE DE LIMOGES,,J7K 2L8
231,,Rue de Naples,Rue,de,Naples,231 RUE DE NAPLES,,J6X 4J8
604,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,604 CH STE-MARIE,,J7L 1V7
2320,,Boulevard de Mascouche,Boulevard,de,Mascouche,2320 BOUL DE MASCOUCHE,,J7L 1A7
2855,,Rue Demers,Rue,,Demers,2855 RUE DEMERS,,J7K 3G1
1280,,Avenue Saint-Jean,Avenue,,Saint-Jean,1280 AV ST-JEAN,,J7K 2L8
3072,,Avenue Bourque,Avenue,,Bourque,3072 AV BOURQUE,,J7K 3B6
2717,,Rue Coursol,Rue,,Coursol,2717 RUE COURSOL,,J7K 2L8
421,,Avenue Crépeau,Avenue,,Crépeau,421 AV CREPEAU,,J7K 2L6
2540,,Rue de Bayeux,Rue,de,Bayeux,2540 RUE DE BAYEUX,,J7K 2L8
501,,Rue du Roussillon,Rue,du,Roussillon,501 RUE DU ROUSSILLON,,J7L 1V7
2755,,Place Simonne-Monet-Chartrand,Place,,Simonne-Monet-Chartrand,2755 PLACE SIMONNE-MONET-CHARTRAND,,J7K 3T7
1124,,Avenue Lafleur,Avenue,,Lafleur,1124 AV LAFLEUR,,J7L 1V7
120,,Rue Martel,Rue,,Martel,120 RUE MARTEL,,J7L 1V7
1201,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,1201 CH STE-MARIE,,J7L 1V7
656,,Place de la Brise,Place,de la,Brise,656 PLACE DE LA BRISE,,J7L 1A7
2232,,Avenue de la Gare,Avenue,de la,Gare,2232 AV DE LA GARE,,J7K 0Y4
1278,,Rue d'Anjou,Rue,d',Anjou,1278 RUE D'ANJOU,,J7K 2L8
2640,,Avenue de Maussac,Avenue,de,Maussac,2640 AV DE MAUSSAC,,J7K 0T4
2499,,Rue du Mans,Rue,du,Mans,2499 RUE DU MANS,,J7K 2L8
494,,Place de Ségur,Place,de,Ségur,494 PLACE DE SEGUR,,J7K 0T4
3023,,Chemin Sainte-Marie,Chemin,,Sainte-Marie,3023 CH STE-MARIE,,J7K 1P2
457,,Croissant du Trianon,Croissant,du,Trianon,457 CROISSANT DU TRIANON,,J7K 0T4
1043,,Rue des Chrysanthèmes,Rue,des,Chrysanthèmes,1043 RUE DES CHRYSANTHEMES,,J7L 1V7
997,,Rue de l'Amour,Rue,de l',Amour,997 RUE DE L'AMOUR,,J7K 1P2
3285,,Rue Marconi,Rue,,Marconi,3285 RUE MARCONI,,J7K 1P2
2160,,Rue des Fontaines,Rue,des,Fontaines,2160 RUE DES FONTAINES,,J7K 0T4
2675,,Croissant des Grives,Croissant,des,Grives,2675 CROISSANT DES GRIVES,,J7K 3B6
2052,,Rue du Curé-Lalande,Rue,du,Curé-Lalande,2052 RUE DU CURE-LALANDE,,J7L 1V7
658,,Rue Mercier,Rue,,Mercier,658 RUE MERCIER,,J7K 3G1
2319,,Rue de Chaumont,Rue,de,Chaumont,2319 RUE DE CHAUMONT,,J7K 0T4
2727,,Rue Cantin,Rue,,Cantin,2727 RUE CANTIN,,J7K 2L8
1196,,Rue de Charlesbourg,Rue,de,Charlesbourg,1196 RUE DE CHARLESBOURG,,J7K 1P2
1276,,Rue du Havre,Rue,du,Havre,1276 RUE DU HAVRE,,J7L 1A7
2931,,Rue Rostand,Rue,,Rostand,2931 RUE ROSTAND,,J7K 3T7
2857,,Rue des Mésanges,Rue,des,Mésanges,2857 RUE DES MESANGES,,J7K 3T7
451,,Avenue Crépeau,Avenue,,Crépeau,451 AV CREPEAU,,J7K 2L6
221,,Rue Jordan,Rue,,Jordan,221 RUE JORDAN,,J7L 1A7
2212,,Rue de Fontainebleau,Rue,de,Fontainebleau,2212 RUE DE FONTAINEBLEAU,,J7K 0T4
1073,,Chemin Saint-Henri,Chemin,,Saint-Henri,1073 CH ST-HENRI,,J7K 1P2
548,,Rue Marchand,Rue,,Marchand,548 RUE MARCHAND,,J7K 2L5
1366,,Avenue de la Gare,Avenue,de la,Gare,1366 AV DE LA GARE,,J7K 1P2
979,,Montée Masson,Montée,,Masson,979 MTEE MASSON,,J7K 2L8
2813,,Rue des Buses,Rue,des,Buses,2813 RUE DES BUSES,,J7K 2L5
398,,Rue Caron,Rue,,Caron,398 RUE CARON,,J7K 2L6
732,,Avenue de l'Étang,Avenue,de l',Étang,732 AV DE L'ETANG,,J7K 2L5
3109,,Chemin Saint-Pierre,Chemin,,Saint-Pierre,3109 CH ST-PIERRE,,J7K 1P2
679,,Rue Turenne,Rue,,Turenne,679 RUE TURENNE,,J7K 1Y4
1133,,Avenue Lafleur,Avenue,,Lafleur,1133 AV LAFLEUR,,J7L 1V7
1038,,Rue de Berthier,Rue,de,Berthier,1038 RUE DE BERTHIER,,J7K 1P2
383,,Rue de Margaux,Rue,de,Margaux,383 RUE DE MARGAUX,,J7K 0T4
581,,Rue de Pompadour,Rue,de,Pompadour,581 RUE DE POMPADOUR,,J7K 0T4
440,,Rue Jordan,Rue,,Jordan,440 RUE JORDAN,,J7L 1A7
2764,,Rue Laval,Rue,,Laval,2764 RUE LAVAL,,J7K 2L8
2204,,Rue de Davignac,Rue,de,Davignac,2204 RUE DE DAVIGNAC,,J7K 0T4
1293,,Rue de Norvège,Rue,de,Norvège,1293 RUE DE NORVEGE,,J6X 4J4
2454,,Croissant d'Auteuil,Croissant,d',Auteuil,2454 CROISSANT D'AUTEUIL,,J7L 1A7
2783,,Rue de Sancerre,Rue,de,Sancerre,2783 RUE DE SANCERRE,,J7K 2L8
1473,,Rue Beauchamp,Rue,,Beauchamp,1473 RUE BEAUCHAMP,,J7L 1V7
1010,,Rue de Lorient,Rue,de,Lorient,1010 RUE DE LORIENT,,J7L 1A7
1205,,Rue du Havre,Rue,du,Havre,1205 RUE DU HAVRE,,J7L 1A7
406,,Rue des Busards,Rue,des,Busards,406 RUE DES BUSARDS,,J7K 0T4
1691,,Avenue de la Gare,Avenue,de la,Gare,1691 AV DE LA GARE,,J7K 1Y4
1823,,Avenue de la Gare,Avenue,de la,Gare,1823 AV DE LA GARE,,J7K 1Y4
2717,,Croissant des Geais-Bleus,Croissant,des,Geais-Bleus,2717 CROISSANT DES GEAIS-BLEUS,,J7K 2L5
512,,Rue Deslongchamps,Rue,,Deslongchamps,512 RUE DESLONGCHAMPS,,J7K 2L6
546,,Avenue Crépeau,Avenue,,Crépeau,546 AV CREPEAU,,J7K 2L6
1624,,Croissant Fieldcrest,Croissant,,Fieldcrest,1624 CROISSANT FIELDCREST,,J7L 1V7
947,,Rue du Bord-de-l'Eau,Rue,du,Bord-de-l'Eau,947 RUE DU BORD-DE-L'EAU,,J7L 1V7
2912,,Avenue de la Gare,Avenue,de la,Gare,2912 AV DE LA GARE,,J7K 0Y4
2584,,Avenue de la Gare,Avenue,de la,Gare,2584 AV DE LA GARE,,J7K 0K9
2877,,Avenue Marie-Victorin,Avenue,,Marie-Victorin,2877 AV MARIE-VICTORIN,,J7K 2L8
1279,,Avenue de la Grande-Allée,Avenue,de la,Grande-Allée,1279 AV DE LA GRANDE-ALLEE,,J7L 1V7
943,,Montée Masson,Montée,,Masson,943 MTEE MASSON,,J7K 3B4
1030,,Rue Marguerite-Duras,Rue,,Marguerite-Duras,1030 RUE MARGUERITE-DURAS,,J7K 2L7
275,,Avenue Crépeau,Avenue,,Crépeau,275 AV CREPEAU,,J7K 2L5
1059,,Rue Suzanne,Rue,,Suzanne,1059 RUE SUZANNE,,J6X 4J8
3693,,Chemin Gascon,Chemin,,Gascon,3693 CH GASCON,,J6X 4J8
1213,,Avenue de Chambéry,Avenue,de,Chambéry,1213 AV DE CHAMBERY,,J7L 1A7
2235,,Boulevard de Mascouche,Boulevard,de,Mascouche,2235 BOUL DE MASCOUCHE,,J7L 1A7
1880,,Rue Barott,Rue,,Barott,1880 RUE BAROTT,,J7L 1V7
240,,Croissant de Castelnaud,Croissant,de,Castelnaud,240 CROISSANT DE CASTELNAUD,,J7K 0T4
1065,,Rue de l'Amour,Rue,de l',Amour,1065 RUE DE L'AMOUR,,J7K 1P2
2754,,Rue de Clermont,Rue,de,Clermont,2754 RUE DE CLERMONT,,J7K 2L8
231,,Place Christie,Place,,Christie,231 PLACE CHRISTIE,,J7L 1A7
1069,,Avenue de Charny,Avenue,de,Charny,1069 AV DE CHARNY,,J7K 2L8
1463,,Rue Lauzon,Rue,,Lauzon,1463 RUE LAUZON,,J6X 4H3
504,,Rue Terry-Fox,Rue,,Terry-Fox,504 RUE TERRY-FOX,,J7K 0K9
2197,,Avenue de la Gare,Avenue,de la,Gare,2197 AV DE LA GARE,,J7K 0Y4
1311,,Rue Monette,Rue,,Monette,1311 RUE MONETTE,,J7K 1P2
880,,Rue Lapointe,Rue,,Lapointe,880 RUE LAPOINTE,,J7K 3T7
328,,Croissant de Bourguignon,Croissant,de,Bourguignon,328 CROISSANT DE BOURGUIGNON,,J7K 0T4
2664,,Avenue de la Gare,Avenue,de la,Gare,2664 AV DE LA GARE,,J7K 0Y4
2805,,Avenue Marie-Victorin,Avenue,,Marie-Victorin,2805 AV MARIE-VICTORIN,,J7K 2L8
703,,Rue de Saint-Gabriel,Rue,de,Saint-Gabriel,703 RUE DE ST-GABRIEL,,J7L 1A7
392,,Croissant de Castelnaud,Croissant,de,Castelnaud,392 CROISSANT DE CASTELNAUD,,J7K 0T4
842,,Rue des Pâquerettes,Rue,des,Pâquerettes,842 RUE DES PAQUERETTES,,J7L 1V7
536,,Rue Lambert,Rue,,Lambert,536 RUE LAMBERT,,J7K 0K9
483,,Avenue de l'Étang,Avenue,de l',Étang,483 AV DE L'ETANG,,J7K 2L5
699,,Rue Brien,Rue,,Brien,699 RUE BRIEN,,J7K 1Y4
3374,,Rue Montcalm,Rue,,Montcalm,3374 RUE MONTCALM,,J7K 1P2
1700,,Avenue Phillips,Avenue,,Phillips,1700 AV PHILLIPS,,J6X 4H2
2640,,Avenue de la Gare,Avenue,de la,Gare,2640 AV DE LA GARE,,J7K 0K9
2611,,Avenue de Maussac,Avenue,de,Maussac,2611 AV DE MAUSSAC,,J7K 0T4
1321,,Rue Barott,Rue,,Barott,1321 RUE BAROTT,,J7L 1V7
3011,,Rue Morrisseau,Rue,,Morrisseau,3011 RUE MORRISSEAU,,J7K 1Y4
1308,,Rue des Prés,Rue,des,Prés,1308 RUE DES PRES,,J7L 1V7
2044,,5e Avenue,Avenue,,5e,2044 5E AV,,J7L 1A7
1577,,Avenue de la Gare,Avenue,de la,Gare,1577 AV DE LA GARE,,J7K 1Y4
1725,,Croissant Duland,Croissant,,Duland,1725 CROISSANT DULAND,,J7L 1V7
275,,Place des Pluviers,Place,des,Pluviers,275 PLACE DES PLUVIERS,,J7K 2L6
1605,,Rue de Dublin,Rue,de,Dublin,1605 RUE DE DUBLIN,,J7L 1V7
1343,,Avenue du Mistral,Avenue,du,Mistral,1343 AV DU MISTRAL,,J7L 1A7
2072,,Rue Annette,Rue,,Annette,2072 RUE ANNETTE,,J7L 1A7
2346,,Avenue de Maussac,Avenue,de,Maussac,2346 AV DE MAUSSAC,,J7K 0T4
520,,Rue de Pompéi,Rue,de,Pompéi,520 RUE DE POMPEI,,J6X 4J8
2418,,Rue de Bayonne,Rue,de,Bayonne,2418 RUE DE BAYONNE,,J7L 1A7
2383,,Rue de Chenonceau,Rue,de,Chenonceau,2383 RUE DE CHENONCEAU,,J7K 0T4
